iter	F1	Logloss
142	0.9981785064	0.002951615755
143	0.9981785064	0.002933002451
144	0.9981785064	0.002916088814
145	0.9981785064	0.002916088814
146	0.9981785064	0.002916073196
147	0.9981785064	0.002875058315
148	0.9981785064	0.002857706694
149	0.9981785064	0.002857700117
150	0.9981785064	0.002852284714
151	0.9981785064	0.002832083866
152	0.9981785064	0.002832083866
153	0.9981785064	0.00264666625
154	0.9981785064	0.00264666625
155	0.9981785064	0.002646655929
156	0.9981785064	0.002646655929
157	0.9981785064	0.002630294978
158	0.9981785064	0.002613380994
159	0.9981785064	0.002594830639
160	0.9981785064	0.002594830639
161	0.9981785064	0.002594830639
162	0.9981785064	0.002594830639
163	0.9981785064	0.002581995948
164	0.9981785064	0.002478846454
165	0.9981785064	0.002478834165
166	0.9981785064	0.002461575546
167	0.9981785064	0.002442015814
168	0.9981785064	0.002415723673
169	0.9981785064	0.002415723673
170	0.9981785064	0.002415723673
171	0.9981785064	0.002340741294
172	0.9981785064	0.002340741294
173	0.9981785064	0.002340741294
174	0.9981785064	0.002340741294
175	0.9981785064	0.002340739213
176	0.9981785064	0.002340739213
177	0.9981785064	0.002328645266
178	0.9981785064	0.002317401286
179	0.9981785064	0.002317401286
180	0.9981785064	0.002317401286
181	0.9981785064	0.002317398916
182	0.9981785064	0.002317392277
183	0.9981785064	0.002317390217
184	0.9981785064	0.00231736611
185	0.9981785064	0.002291284166
186	0.9981785064	0.002291284166
187	0.9981785064	0.002291284166
188	0.9981785064	0.002291284166
189	0.9981785064	0.002291275606
190	0.9981785064	0.002291248494
191	0.9981785064	0.002291248494
192	0.9981785064	0.002291243802
