iterations,test-F1-mean,test-F1-std,train-F1-mean,train-F1-std,test-Logloss-mean,test-Logloss-std,train-Logloss-mean,train-Logloss-std
183,0.7000728284260845,0.045927187221369015,0.9948770712708066,0.003269181472071794,1.3332345880184764,0.5242082586106876,0.00656702403163438,0.004035922597120242
184,0.7000728284260845,0.045927187221369015,0.9948770712708066,0.003269181472071794,1.3330917995891816,0.524404787139524,0.006563818464128415,0.004031305069398315
185,0.7019558285318711,0.04615331260921029,0.9948770712708066,0.003269181472071794,1.3344267434723913,0.5236360126877414,0.006558601511836593,0.004038185290844763
186,0.7019558285318711,0.04615331260921029,0.9948770712708066,0.003269181472071794,1.3344275056596981,0.5236369367942066,0.006558600636959964,0.004038186436751888
187,0.7019558285318711,0.04615331260921029,0.9948770712708066,0.003269181472071794,1.3359878334131456,0.5258929592677232,0.00653183269868997,0.004023182277902376
188,0.7019558285318711,0.04615331260921029,0.9948770712708066,0.003269181472071794,1.336129914920515,0.5257002191233182,0.00653027931995386,0.004020921885191168
189,0.7019558285318711,0.04615331260921029,0.9948770712708066,0.003269181472071794,1.3361303737384254,0.5257003463211211,0.0065302763770281325,0.004020924649669277
190,0.7019558285318711,0.04615331260921029,0.9948770712708066,0.003269181472071794,1.336134327093795,0.525698083686938,0.0065302709546513045,0.004020931795257648
191,0.7019558285318711,0.04615331260921029,0.9948770712708066,0.003269181472071794,1.336137163315276,0.5256948088744108,0.006530267268110322,0.0040209296178437826
192,0.700923570467355,0.04777052018326581,0.9948770712708066,0.003269181472071794,1.338209938787222,0.5287137955809207,0.006518448042416162,0.004014562369487526
